"id","scenario","option","y","canon","sony","nikon","panasonic","pixels","zoom","video","swivel","wifi","price"
1,15,2,1,0,0,0,1,1,0,1,0,1,2.29
1,15,3,1,0,0,1,0,1,0,1,1,0,0.79
1,15,4,2,0,1,0,0,0,0,1,0,0,2.79
1,15,5,3,0,0,0,0,0,0,0,0,0,0
1,16,1,2,0,1,0,0,1,1,0,0,0,1.29
1,16,2,1,0,0,1,0,0,0,1,0,1,2.79
1,16,3,2,0,0,0,1,1,0,0,1,0,1.79
1,16,4,3,1,0,0,0,0,0,0,1,0,2.29
1,16,5,1,0,0,0,0,0,0,0,0,0,0
2,1,1,3,1,0,0,0,1,1,1,0,1,0.79
2,1,2,5,0,0,0,1,1,0,0,1,1,1.79
2,1,3,5,0,1,0,0,1,1,0,0,0,2.29
2,1,4,3,0,0,1,0,1,0,1,1,1,1.29
2,1,5,1,0,0,0,0,0,0,0,0,0,0
2,2,1,2,0,0,1,0,0,1,0,1,1,2.79
2,2,2,5,0,0,1,0,1,0,1,0,0,2.29
2,2,3,4,0,1,0,0,0,1,0,1,0,1.79
2,2,4,5,0,0,0,1,0,1,1,0,0,1.29
2,2,5,1,0,0,0,0,0,0,0,0,0,0
2,3,1,1,0,0,1,0,1,0,1,0,1,1.79
2,3,2,2,0,0,1,0,0,1,0,1,0,2.29
2,3,3,3,0,0,0,1,0,0,1,1,0,2.79
2,3,4,3,1,0,0,0,1,0,0,0,0,1.29
2,3,5,1,0,0,0,0,0,0,0,0,0,0
2,4,1,2,0,0,1,0,0,0,0,0,1,0.79
2,4,2,3,1,0,0,0,0,0,1,1,1,2.29
2,4,3,5,0,1,0,0,1,1,1,0,1,1.29
2,4,4,5,0,1,0,0,1,0,1,0,1,2.79
2,4,5,3,0,0,0,0,0,0,0,0,0,0
2,5,1,1,0,0,1,0,1,1,1,1,1,0.79
2,5,2,2,1,0,0,0,0,0,0,1,0,1.79
2,5,3,5,0,0,0,1,0,1,0,1,0,1.29
2,5,4,4,0,1,0,0,0,1,0,1,1,2.29
2,5,5,5,0,0,0,0,0,0,0,0,0,0
2,6,1,1,0,1,0,0,1,1,0,1,0,2.79
2,6,2,1,0,0,0,1,1,1,1,1,1,0.79
2,6,3,2,0,0,0,1,1,0,0,0,1,1.79
2,6,4,3,1,0,0,0,0,1,0,0,0,1.79
2,6,5,3,0,0,0,0,0,0,0,0,0,0
2,7,1,1,0,0,1,0,1,0,0,0,0,0.79
2,7,2,2,1,0,0,0,0,1,1,1,0,1.79
2,7,3,3,0,0,0,1,1,0,0,0,0,2.29
2,7,4,5,0,1,0,0,0,0,1,1,0,2.79
2,7,5,5,0,0,0,0,0,0,0,0,0,0
2,8,1,3,0,0,0,1,0,1,0,1,0,2.79
2,8,2,1,0,0,1,0,1,0,1,0,1,0.79
2,8,3,2,1,0,0,0,1,0,0,0,1,1.79
2,8,4,5,0,1,0,0,1,0,1,1,1,1.29
2,8,5,4,0,0,0,0,0,0,0,0,0,0
2,9,1,5,0,0,1,0,0,0,1,0,0,1.29
2,9,2,1,0,0,0,1,0,0,1,1,0,2.79
2,9,3,1,0,0,0,1,1,1,0,0,0,1.79
2,9,4,2,0,1,0,0,0,0,0,0,0,2.29
2,9,5,3,0,0,0,0,0,0,0,0,0,0
2,10,1,3,1,0,0,0,1,1,1,1,1,1.29
2,10,2,1,0,0,0,1,1,0,1,1,1,0.79
2,10,3,2,0,0,0,1,0,1,1,0,0,2.79
2,10,4,3,0,1,0,0,1,1,1,0,0,1.79
2,10,5,5,0,0,0,0,0,0,0,0,0,0
2,11,1,5,0,0,0,1,1,1,1,0,0,0.79
2,11,2,3,1,0,0,0,1,1,0,0,1,2.79
2,11,3,1,0,1,0,0,0,1,0,0,1,1.29
2,11,4,2,0,0,1,0,1,0,1,0,1,2.29
2,11,5,5,0,0,0,0,0,0,0,0,0,0
2,12,1,4,0,0,1,0,0,1,1,0,1,2.79
2,12,2,5,1,0,0,0,1,0,0,1,0,1.29
2,12,3,1,0,1,0,0,0,0,1,0,0,0.79
2,12,4,1,0,0,0,1,0,1,0,0,1,2.29
2,12,5,2,0,0,0,0,0,0,0,0,0,0
2,13,1,3,0,0,1,0,0,0,0,1,1,2.79
2,13,2,3,0,0,1,0,0,1,1,1,0,1.29
2,13,3,1,1,0,0,0,1,1,0,1,0,0.79
2,13,4,2,0,1,0,0,0,0,0,1,1,2.29
2,13,5,3,0,0,0,0,0,0,0,0,0,0
2,14,1,5,1,0,0,0,1,1,1,0,1,1.79
2,14,2,5,0,0,0,1,0,0,1,0,0,2.79
2,14,3,3,0,0,1,0,1,0,0,1,0,1.29
2,14,4,1,1,0,0,0,0,0,0,1,0,2.29
2,14,5,2,0,0,0,0,0,0,0,0,0,0
2,15,1,5,0,1,0,0,1,1,0,1,1,2.29
2,15,2,4,0,1,0,0,0,0,0,0,0,1.29
2,15,3,5,0,0,1,0,0,1,1,1,1,0.79
2,15,4,1,1,0,0,0,0,1,0,1,1,2.79
2,15,5,1,0,0,0,0,0,0,0,0,0,0
2,16,1,2,1,0,0,0,1,1,0,1,1,0.79
2,16,2,3,0,1,0,0,1,1,1,0,0,2.29
2,16,3,3,0,0,1,0,0,1,1,1,1,1.79
2,16,4,1,0,0,0,1,0,0,1,1,1,2.79
2,16,5,2,0,0,0,0,0,0,0,0,0,0
3,1,1,4,1,0,0,0,1,0,1,1,0,2.79
3,1,2,3,0,0,0,1,1,1,0,1,1,1.29
3,1,3,4,0,1,0,0,0,0,0,1,0,1.79
3,1,4,2,0,1,0,0,1,1,1,1,1,0.79
3,1,5,3,0,0,0,0,0,0,0,0,0,0
3,2,1,1,1,0,0,0,0,1,0,1,0,2.79
3,2,2,1,1,0,0,0,1,1,0,0,0,1.79
3,2,3,4,0,0,0,1,1,1,0,1,0,0.79
3,2,4,4,0,0,1,0,1,1,0,1,0,2.29
3,2,5,2,0,0,0,0,0,0,0,0,0,0
3,3,1,4,0,0,0,1,0,1,0,0,0,2.79
3,3,2,2,1,0,0,0,0,0,0,0,1,1.79
3,3,3,1,0,1,0,0,0,1,1,1,1,2.29
3,3,4,4,0,0,1,0,0,1,1,1,1,0.79
3,3,5,3,0,0,0,0,0,0,0,0,0,0
3,4,1,4,0,0,0,1,0,1,1,1,0,2.79
3,4,2,4,1,0,0,0,0,1,1,0,0,1.29
3,4,3,3,0,0,1,0,0,0,0,1,1,1.79
3,4,4,4,0,1,0,0,0,0,0,1,1,0.79
3,4,5,2,0,0,0,0,0,0,0,0,0,0
3,5,1,3,0,0,0,1,1,1,0,1,1,1.29
3,5,2,1,0,0,1,0,1,1,0,1,1,2.79
3,5,3,1,0,1,0,0,1,0,1,0,1,0.79
3,5,4,4,0,0,1,0,1,0,1,0,1,2.29
3,5,5,4,0,0,0,0,0,0,0,0,0,0
3,6,1,2,0,1,0,0,1,0,0,0,0,1.29
3,6,2,4,1,0,0,0,1,0,0,0,1,1.79
3,6,3,2,0,0,1,0,1,1,1,0,1,2.29
3,6,4,1,0,0,0,1,0,1,0,1,1,2.79
3,6,5,4,0,0,0,0,0,0,0,0,0,0
3,7,1,3,0,1,0,0,1,0,1,1,0,1.29
3,7,2,4,0,1,0,0,0,0,1,0,0,1.79
3,7,3,4,0,0,1,0,1,0,0,1,1,2.29
3,7,4,3,0,0,0,1,1,1,0,0,1,2.79
3,7,5,4,0,0,0,0,0,0,0,0,0,0
3,8,1,2,0,0,1,0,0,1,1,1,1,2.79
3,8,2,3,0,1,0,0,0,1,1,1,1,2.29
3,8,3,1,1,0,0,0,1,0,0,0,0,1.79
3,8,4,1,0,0,1,0,1,0,0,0,1,1.29
3,8,5,4,0,0,0,0,0,0,0,0,0,0
3,9,1,4,0,0,0,1,0,1,1,1,0,2.29
3,9,2,2,0,1,0,0,0,0,1,0,1,2.79
3,9,3,4,0,0,1,0,1,0,0,0,0,0.79
3,9,4,2,1,0,0,0,1,0,1,1,0,1.29
3,9,5,1,0,0,0,0,0,0,0,0,0,0
3,10,1,4,0,1,0,0,1,0,1,0,1,1.79
3,10,2,3,0,0,1,0,1,1,0,0,0,1.29
3,10,3,4,0,0,0,1,1,0,0,0,0,0.79
3,10,4,4,1,0,0,0,0,1,1,0,1,2.29
3,10,5,3,0,0,0,0,0,0,0,0,0,0
3,11,1,4,0,1,0,0,0,0,1,1,1,2.79
3,11,2,2,0,0,0,1,0,0,1,0,0,2.29
3,11,3,3,0,0,1,0,1,0,0,0,1,0.79
3,11,4,1,1,0,0,0,0,0,0,0,0,1.29
3,11,5,1,0,0,0,0,0,0,0,0,0,0
3,12,1,4,1,0,0,0,1,1,1,0,0,1.79
3,12,2,4,0,0,0,1,0,1,1,1,0,0.79
3,12,3,2,0,1,0,0,1,0,1,0,1,1.29
3,12,4,4,0,0,1,0,0,1,1,0,1,2.29
3,12,5,2,0,0,0,0,0,0,0,0,0,0
3,13,1,1,1,0,0,0,0,1,1,0,0,0.79
3,13,2,4,0,0,0,1,1,0,0,0,0,2.29
3,13,3,3,0,0,1,0,0,1,0,0,1,2.79
3,13,4,4,0,1,0,0,0,0,0,1,0,1.79
3,13,5,4,0,0,0,0,0,0,0,0,0,0
3,14,1,3,0,1,0,0,0,1,0,1,1,0.79
3,14,2,4,0,0,0,1,0,1,0,0,0,1.79
3,14,3,2,1,0,0,0,1,1,1,1,1,2.29
3,14,4,3,0,0,1,0,1,1,1,0,1,1.29
3,14,5,1,0,0,0,0,0,0,0,0,0,0
3,15,1,1,0,0,0,1,1,1,1,1,0,1.79
3,15,2,4,0,0,0,1,0,0,0,0,1,2.79
3,15,3,4,0,0,1,0,0,0,1,1,0,0.79
3,15,4,2,1,0,0,0,1,0,0,0,1,2.29
3,15,5,4,0,0,0,0,0,0,0,0,0,0
3,16,1,2,0,1,0,0,0,0,0,0,0,2.79
3,16,2,1,0,0,0,1,0,1,1,1,0,0.79
3,16,3,4,0,0,1,0,0,1,1,1,0,1.79
3,16,4,3,1,0,0,0,1,0,0,1,0,1.29
3,16,5,4,0,0,0,0,0,0,0,0,0,0
4,1,1,1,1,0,0,0,1,1,1,1,1,2.79
4,1,2,3,0,1,0,0,1,1,0,1,0,1.79
4,1,3,3,1,0,0,0,0,0,1,0,0,0.79
4,1,4,3,0,0,0,1,0,0,1,0,0,2.29
4,1,5,2,0,0,0,0,0,0,0,0,0,0
4,2,1,1,0,1,0,0,1,0,0,0,0,0.79
4,2,2,3,0,0,0,1,1,0,1,0,1,1.79
4,2,3,3,0,0,1,0,0,0,1,1,1,1.29
4,2,4,3,1,0,0,0,0,1,1,0,0,2.29
4,2,5,3,0,0,0,0,0,0,0,0,0,0
4,3,1,3,0,0,0,1,0,1,0,0,1,2.79
4,3,2,1,1,0,0,0,1,1,1,1,0,1.79
4,3,3,1,0,0,1,0,1,1,0,1,1,1.29
4,3,4,3,0,0,0,1,1,0,1,1,0,0.79
4,3,5,2,0,0,0,0,0,0,0,0,0,0
4,4,1,1,0,1,0,0,1,0,1,0,1,0.79
4,4,2,1,0,1,0,0,0,1,0,0,0,1.29
4,4,3,3,0,0,1,0,1,0,0,0,0,1.79
4,4,4,3,1,0,0,0,0,1,0,0,1,2.29
4,4,5,3,0,0,0,0,0,0,0,0,0,0
4,5,1,2,1,0,0,0,0,0,1,1,1,2.79
4,5,2,1,0,1,0,0,1,0,1,1,1,1.79
4,5,3,3,0,0,0,1,0,0,0,0,0,1.29
4,5,4,3,1,0,0,0,0,0,1,1,0,0.79
4,5,5,3,0,0,0,0,0,0,0,0,0,0
4,6,1,3,1,0,0,0,1,0,1,0,0,1.29
4,6,2,3,0,0,0,1,0,1,1,0,1,0.79
4,6,3,1,0,1,0,0,1,1,0,1,1,2.29
4,6,4,1,0,1,0,0,0,0,0,0,0,2.79
4,6,5,3,0,0,0,0,0,0,0,0,0,0
4,7,1,2,0,1,0,0,0,1,1,0,0,2.79
4,7,2,1,0,0,0,1,1,0,0,1,1,2.29
4,7,3,1,0,0,1,0,0,1,0,1,1,0.79
4,7,4,3,0,0,0,1,0,1,1,0,1,1.79
4,7,5,3,0,0,0,0,0,0,0,0,0,0
4,8,1,3,0,0,0,1,0,1,0,0,0,2.29
4,8,2,2,0,1,0,0,1,0,0,0,0,0.79
4,8,3,1,1,0,0,0,0,1,1,1,1,1.29
4,8,4,3,0,0,1,0,0,1,0,1,0,2.79
4,8,5,3,0,0,0,0,0,0,0,0,0,0
4,9,1,3,0,0,0,1,0,0,0,0,1,1.29
4,9,2,3,1,0,0,0,1,0,0,1,0,1.79
4,9,3,3,0,0,1,0,0,0,0,0,0,2.79
4,9,4,1,0,0,1,0,1,1,0,1,1,2.29
4,9,5,1,0,0,0,0,0,0,0,0,0,0
4,10,1,3,0,1,0,0,0,1,1,1,1,2.79
4,10,2,2,0,0,0,1,0,0,0,1,0,2.29
4,10,3,1,0,0,1,0,1,0,1,1,1,1.29
4,10,4,1,1,0,0,0,0,1,1,1,1,1.79
4,10,5,3,0,0,0,0,0,0,0,0,0,0
4,11,1,3,0,0,0,1,0,1,0,1,1,1.29
4,11,2,3,0,1,0,0,0,1,1,0,0,0.79
4,11,3,2,0,0,1,0,1,0,1,0,1,2.79
4,11,4,1,0,0,1,0,1,1,0,1,0,2.29
4,11,5,3,0,0,0,0,0,0,0,0,0,0
4,12,1,3,1,0,0,0,1,0,1,1,1,2.79
4,12,2,3,0,1,0,0,1,1,0,0,1,2.79
4,12,3,3,0,0,0,1,1,0,0,0,0,2.29
4,12,4,3,0,0,1,0,0,1,1,0,1,1.79
4,12,5,1,0,0,0,0,0,0,0,0,0,0
4,13,1,1,1,0,0,0,1,0,0,1,0,1.29
4,13,2,3,0,0,0,1,1,1,0,1,0,0.79
4,13,3,2,0,0,1,0,1,0,0,1,0,1.79
4,13,4,1,0,1,0,0,1,1,0,0,0,2.79
4,13,5,1,0,0,0,0,0,0,0,0,0,0
4,14,1,3,0,1,0,0,0,0,1,1,1,1.79
4,14,2,3,0,0,0,1,1,1,0,0,0,0.79
4,14,3,3,0,0,1,0,1,0,0,1,0,2.29
4,14,4,2,1,0,0,0,0,1,1,1,1,1.29
4,14,5,1,0,0,0,0,0,0,0,0,0,0
4,15,1,3,0,0,0,1,0,1,1,0,1,2.29
4,15,2,3,0,0,1,0,1,1,1,0,0,0.79
4,15,3,3,0,1,0,0,1,1,1,1,1,1.29
4,15,4,3,1,0,0,0,0,0,1,0,1,2.79
4,15,5,3,0,0,0,0,0,0,0,0,0,0
4,16,1,1,0,0,1,0,1,1,1,0,1,2.29
4,16,2,1,0,1,0,0,0,1,0,1,0,0.79
4,16,3,3,0,0,0,1,0,0,1,1,0,1.79
4,16,4,2,0,0,1,0,1,0,0,1,0,1.29
4,16,5,1,0,0,0,0,0,0,0,0,0,0
5,1,1,3,0,1,0,0,1,1,0,1,0,1.79
5,1,2,4,0,0,1,0,0,1,0,1,1,1.29
5,1,3,2,0,0,0,1,0,1,0,1,1,0.79
5,1,4,3,1,0,0,0,0,1,0,1,1,2.79
5,1,5,2,0,0,0,0,0,0,0,0,0,0
5,2,1,2,0,0,0,1,0,1,0,1,1,2.29
5,2,2,1,0,0,0,1,0,1,1,0,0,0.79
5,2,3,3,0,0,1,0,0,1,0,0,0,1.29
5,2,4,2,0,1,0,0,0,1,1,1,1,2.79
5,2,5,4,0,0,0,0,0,0,0,0,0,0
5,3,1,1,0,1,0,0,0,0,1,0,1,1.79
5,3,2,3,1,0,0,0,1,1,0,0,1,1.29
5,3,3,3,0,0,0,1,1,0,1,1,0,2.29
5,3,4,2,0,0,1,0,1,1,0,1,0,2.79
5,3,5,1,0,0,0,0,0,0,0,0,0,0
5,4,1,4,0,0,0,1,0,0,1,0,1,0.79
5,4,2,3,0,1,0,0,0,0,0,0,0,1.79
5,4,3,4,0,1,0,0,1,0,0,0,1,1.29
5,4,4,2,1,0,0,0,0,0,1,0,0,2.29
5,4,5,3,0,0,0,0,0,0,0,0,0,0
5,5,1,2,1,0,0,0,1,0,1,0,1,1.79
5,5,2,2,0,1,0,0,1,1,1,0,1,0.79
5,5,3,1,0,0,0,1,1,1,1,1,0,2.79
5,5,4,3,0,0,1,0,0,0,1,1,0,2.29
5,5,5,2,0,0,0,0,0,0,0,0,0,0
5,6,1,4,0,0,0,1,0,0,1,0,1,2.29
5,6,2,1,1,0,0,0,1,1,0,0,0,0.79
5,6,3,3,0,1,0,0,0,1,0,0,0,1.29
5,6,4,3,0,0,1,0,0,0,0,0,0,2.79
5,6,5,2,0,0,0,0,0,0,0,0,0,0
5,7,1,1,0,0,0,1,1,1,1,1,1,1.79
5,7,2,4,0,0,1,0,1,0,1,0,1,1.29
5,7,3,3,0,1,0,0,0,0,0,0,1,2.29
5,7,4,4,0,0,0,1,0,0,0,1,1,2.79
5,7,5,2,0,0,0,0,0,0,0,0,0,0
5,8,1,3,1,0,0,0,1,1,1,0,1,0.79
5,8,2,2,0,0,1,0,1,1,1,0,0,2.79
5,8,3,2,0,0,1,0,0,1,1,1,1,1.29
5,8,4,1,0,1,0,0,0,1,1,1,0,2.29
5,8,5,3,0,0,0,0,0,0,0,0,0,0
5,9,1,2,0,1,0,0,1,1,0,0,0,2.79
5,9,2,4,0,0,1,0,1,1,0,0,1,1.79
5,9,3,1,0,0,0,1,0,0,0,0,1,1.29
5,9,4,3,1,0,0,0,0,0,1,1,0,0.79
5,9,5,3,0,0,0,0,0,0,0,0,0,0
5,10,1,2,0,0,0,1,1,1,1,0,0,1.29
5,10,2,1,0,0,1,0,1,1,1,0,0,2.29
5,10,3,4,1,0,0,0,1,0,0,0,1,2.79
5,10,4,3,0,0,1,0,1,0,0,0,1,1.79
5,10,5,4,0,0,0,0,0,0,0,0,0,0
5,11,1,2,1,0,0,0,1,0,0,0,0,0.79
5,11,2,3,0,1,0,0,0,0,0,1,1,2.29
5,11,3,2,0,0,0,1,1,0,0,1,0,1.29
5,11,4,2,0,1,0,0,0,0,1,1,0,1.79
5,11,5,1,0,0,0,0,0,0,0,0,0,0
5,12,1,3,0,0,1,0,1,1,1,0,1,2.29
5,12,2,2,1,0,0,0,1,0,1,1,0,1.79
5,12,3,4,0,0,0,1,1,1,1,1,1,2.79
5,12,4,1,0,0,1,0,1,0,1,1,1,0.79
5,12,5,3,0,0,0,0,0,0,0,0,0,0
5,13,1,3,0,0,1,0,0,0,1,0,0,2.29
5,13,2,2,0,0,0,1,0,0,1,1,1,1.79
5,13,3,1,1,0,0,0,1,1,1,1,0,2.79
5,13,4,4,1,0,0,0,0,1,0,0,0,0.79
5,13,5,3,0,0,0,0,0,0,0,0,0,0
5,14,1,4,0,1,0,0,0,0,0,1,0,2.79
5,14,2,2,0,0,1,0,0,1,0,1,1,1.29
5,14,3,3,0,0,0,1,1,0,1,1,0,1.79
5,14,4,2,1,0,0,0,1,0,1,1,0,0.79
5,14,5,2,0,0,0,0,0,0,0,0,0,0
5,15,1,1,0,1,0,0,1,1,0,0,1,1.29
5,15,2,3,0,0,0,1,1,0,1,0,0,1.79
5,15,3,2,1,0,0,0,1,0,0,1,1,2.79
5,15,4,4,0,0,1,0,0,1,0,0,0,2.29
5,15,5,1,0,0,0,0,0,0,0,0,0,0
5,16,1,3,0,0,0,1,0,0,0,1,1,2.29
5,16,2,3,1,0,0,0,1,1,1,1,0,0.79
5,16,3,2,0,1,0,0,0,0,1,1,0,2.79
5,16,4,1,0,1,0,0,0,1,0,1,1,1.79
5,16,5,4,0,0,0,0,0,0,0,0,0,0
6,1,1,3,0,0,1,0,0,1,0,0,1,2.79
6,1,2,1,0,1,0,0,1,1,1,1,0,1.79
6,1,3,1,1,0,0,0,0,1,1,0,1,0.79
6,1,4,3,0,0,0,1,0,1,0,1,0,2.29
6,1,5,1,0,0,0,0,0,0,0,0,0,0
6,2,1,4,1,0,0,0,0,0,1,1,1,1.29
6,2,2,3,0,0,1,0,1,1,1,1,0,2.79
6,2,3,4,0,0,0,1,1,0,0,1,0,1.79
6,2,4,3,0,1,0,0,1,1,0,0,0,2.29
6,2,5,3,0,0,0,0,0,0,0,0,0,0
6,3,1,1,0,0,0,1,0,1,0,0,1,0.79
6,3,2,2,1,0,0,0,1,1,0,0,0,2.79
6,3,3,4,0,1,0,0,1,1,1,1,0,1.29
6,3,4,3,0,0,1,0,1,1,1,1,1,1.79
6,3,5,4,0,0,0,0,0,0,0,0,0,0
6,4,1,1,0,0,1,0,0,0,0,0,0,2.79
6,4,2,3,0,1,0,0,0,0,0,0,0,2.29
6,4,3,1,1,0,0,0,0,0,0,1,0,0.79
6,4,4,1,0,0,0,1,0,1,0,0,0,1.79
6,4,5,3,0,0,0,0,0,0,0,0,0,0
6,5,1,1,1,0,0,0,0,0,1,0,0,0.79
6,5,2,4,0,0,0,1,1,0,0,1,0,1.29
6,5,3,3,0,1,0,0,0,1,1,0,1,2.29
6,5,4,4,0,0,1,0,1,1,1,1,0,1.79
6,5,5,3,0,0,0,0,0,0,0,0,0,0
6,6,1,3,0,1,0,0,0,1,0,0,0,1.79
6,6,2,1,0,1,0,0,0,0,1,1,0,2.29
6,6,3,2,1,0,0,0,0,0,0,1,0,2.79
6,6,4,4,0,0,0,1,1,1,1,0,0,1.29
6,6,5,3,0,0,0,0,0,0,0,0,0,0
6,7,1,4,0,1,0,0,0,1,1,1,1,2.79
6,7,2,1,1,0,0,0,1,0,0,1,0,2.29
6,7,3,3,0,0,1,0,1,1,0,1,1,0.79
6,7,4,1,0,0,0,1,1,0,1,1,0,1.29
6,7,5,1,0,0,0,0,0,0,0,0,0,0
6,8,1,3,0,1,0,0,1,0,1,1,1,2.79
6,8,2,1,0,0,0,1,0,1,1,0,1,1.79
6,8,3,4,1,0,0,0,0,1,0,0,0,2.29
6,8,4,3,1,0,0,0,0,0,1,1,1,0.79
6,8,5,4,0,0,0,0,0,0,0,0,0,0
6,9,1,3,0,0,0,1,1,1,0,1,1,2.29
6,9,2,3,1,0,0,0,1,1,1,0,0,2.79
6,9,3,1,0,0,1,0,0,1,1,0,1,1.29
6,9,4,2,0,1,0,0,1,1,0,1,1,1.79
6,9,5,4,0,0,0,0,0,0,0,0,0,0
6,10,1,3,0,0,1,0,0,0,0,1,1,1.29
6,10,2,4,1,0,0,0,0,0,1,0,0,2.79
6,10,3,1,0,1,0,0,0,0,1,1,1,0.79
6,10,4,3,0,0,1,0,0,1,1,0,1,1.79
6,10,5,1,0,0,0,0,0,0,0,0,0,0
6,11,1,1,0,0,0,1,1,0,0,0,0,1.29
6,11,2,3,0,0,0,1,0,1,0,0,1,2.29
6,11,3,1,0,0,1,0,1,0,0,0,1,1.79
6,11,4,4,1,0,0,0,0,1,0,1,0,2.79
6,11,5,3,0,0,0,0,0,0,0,0,0,0
6,12,1,4,0,0,0,1,1,0,0,0,0,1.79
6,12,2,3,0,1,0,0,1,0,0,0,1,0.79
6,12,3,3,1,0,0,0,1,1,0,1,1,1.29
6,12,4,1,0,0,1,0,1,0,0,1,1,2.29
6,12,5,2,0,0,0,0,0,0,0,0,0,0
6,13,1,4,0,1,0,0,1,0,1,0,1,1.79
6,13,2,3,0,0,0,1,0,0,0,0,1,1.29
6,13,3,4,1,0,0,0,1,0,1,0,1,2.79
6,13,4,1,0,0,1,0,0,0,0,1,0,0.79
6,13,5,3,0,0,0,0,0,0,0,0,0,0
6,14,1,1,0,0,1,0,1,1,0,1,0,2.29
6,14,2,1,0,1,0,0,1,0,1,0,1,1.29
6,14,3,3,0,0,0,1,1,0,0,1,0,0.79
6,14,4,1,0,0,1,0,1,0,1,0,1,1.79
